chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.4140325,2938.155358204135,2839.6576888645623,6279.551664914443,0.12698824499709976,-7.9393654,62.723667,-1.4569315,28.112356,9.966908,9.361913,5.4119287,9.822587,3.0273342,8.422302,0.31230396,6.541569,0.7364419,-1.7736869,0.84861016,2.9835587,-2.7646768,2.8242679,-1.7387805,0.9740666,country
0.29704547,2308.6733650804686,2618.6070963310763,5190.053453357941,0.07416238114009939,-120.27033,79.23098,5.233848,34.548264,16.508389,13.130836,6.3471174,9.962437,-1.9985427,6.809574,-6.351779,0.22743168,-6.813057,1.617267,-1.7863162,-0.7005904,-4.7728553,-0.28639954,-5.357112,-1.9654732,country
0.3768944,2174.0338689308455,2280.8886059792026,4347.882042285459,0.1025643835864938,-57.736473,95.77022,-10.117165,40.9803,13.977518,-0.9865093,-0.18344286,7.431218,-3.6269546,9.549539,-2.9399421,2.4326687,1.9963663,-1.2855814,1.3564091,4.4210234,-6.5259695,-0.034700282,-1.4140509,-3.078825,country
0.382781,2966.0860947459514,2848.1067485730414,6349.153274205447,0.12416100280572756,-20.747871,62.95393,2.3024313,30.77009,6.9713607,6.502923,6.3198905,9.867337,3.4358163,9.378466,-0.40144446,7.5213604,-0.9834937,4.0216312,-0.65969706,-0.06131499,-0.16644117,0.2415608,-5.440013,1.8273584,country
0.41606057,2926.2933111397347,2736.7963801479623,6177.12900742877,0.13637249376438987,-24.65215,62.44563,-7.763711,28.437086,10.987078,5.5455155,-0.09318984,13.748112,2.9067802,9.913735,0.85807544,5.9601,-1.2188036,3.0631862,0.9277205,2.0494602,3.0040815,2.975443,-0.17649363,3.6561425,country
0.42148584,2807.798623323479,2778.2600751105238,6022.583194607163,0.1283081334879495,-23.165638,71.15423,1.5789664,24.444641,16.317766,4.575495,-3.8825653,17.999477,-3.3434436,2.4392498,2.9162214,0.8202899,-1.1060091,0.111366555,-3.3487964,0.18865848,-1.2088989,-1.5147736,-2.7256312,-2.1100185,country
0.4215384,2898.717713090442,2878.9814413851964,6399.852967631337,0.11293582502902477,-20.775875,64.90671,6.7711463,26.363337,11.670752,13.185674,-1.9849302,8.5759735,0.47335792,7.446062,-0.40830055,6.953745,3.6621053,2.0288293,0.6481365,4.383713,-2.8071322,2.9762826,-1.8350087,-2.3656883,country
0.35530204,2505.7118922142513,2574.2981184736086,5479.959461738627,0.10456258734097919,-19.724722,76.649055,-4.8287544,32.236176,7.710165,17.19084,-1.4884228,9.151179,2.7563426,9.14774,-2.6514056,7.527003,0.39161944,4.967707,2.8346202,1.8994769,2.4598029,6.3936663,-3.3517237,6.310607,country
0.4296525,3191.1974627895097,2948.001830043803,6926.704745822482,0.15687278464988427,12.18091,58.995853,0.9394749,26.743893,9.245873,3.564712,1.5306731,8.653442,0.99956805,11.648866,-2.1961372,1.1930486,0.48343527,4.4121075,-0.182598,3.07326,-1.1690915,4.573297,0.88755524,1.2961233,country
0.2915408,1861.2904354497377,2127.16059125481,3769.08494281105,0.07654006851798144,-197.6745,106.49849,-4.4277887,37.668648,-0.8651851,-0.9643143,-3.4560347,-0.05069647,-9.304364,-5.1781907,-4.251401,-3.546842,-1.3492188,-7.1174746,-1.6223832,-2.4778657,-5.0512857,0.2932743,1.0729194,-1.6480374,country
0.30090228,2839.2887217882185,2798.5660016925626,6048.140509443881,0.11016274531129157,-199.03079,61.135666,9.977105,23.487606,10.2734585,0.010002496,8.022959,1.1249,-4.896874,9.487031,-6.357681,3.8753512,1.6241107,-1.3460801,2.608354,-3.588412,1.9683646,2.5389824,1.0440081,-0.970134,country
0.2965644,1667.439236105422,2052.6236940061167,3439.542001250725,0.06405358782869296,-140.98521,123.92885,-2.5143309,27.964352,-0.0067385077,1.209312,-11.018566,-1.3617688,-7.017098,-6.121342,-5.181912,-2.1584427,-4.600536,-2.3427148,-1.188396,-3.9720395,-4.235221,-7.8175573,-1.671585,-1.0947436,country
0.36808905,2811.73987219857,2841.675897037212,6061.172010948376,0.1295221716695669,-126.175415,77.66365,3.1590776,19.947515,10.81659,0.73026496,5.2258215,-0.49759382,-0.9998758,5.3985987,-3.7215173,-3.493149,-5.3338404,0.29379085,-2.010385,0.8426575,0.33804187,-1.1159997,-4.401595,-2.621028,country
0.36498204,2952.856255223707,3036.428126648167,6570.291541292054,0.12478399313611756,-124.59646,72.48767,16.712915,18.24833,12.227035,8.098928,7.9874234,-0.505595,2.373573,-0.5664464,-5.566547,0.54601556,-5.0565944,-1.1621432,-3.58597,-3.694686,-0.17942093,-0.65324533,-4.1430025,-3.9878232,country
0.3794479,1958.677389724351,2146.4167279361072,4207.726116136166,0.09423639307811292,-116.20089,111.78234,-5.259753,34.00731,-12.467245,4.243674,-14.4051485,8.501583,-8.204757,-1.3313149,-12.54887,-4.999728,-2.1419857,-1.8358601,-8.264705,-3.0119622,-5.4752755,-2.9562435,-2.640563,-3.385913,country
0.32248875,1425.9164769253473,1648.3861020230893,2880.7362284295245,0.060195297394624904,-210.06398,139.631,-17.023397,58.001118,-9.657642,-1.9539263,-17.996738,-8.213705,-11.769783,-7.8721557,0.6281513,-9.960134,-6.4646974,-3.8349874,-12.042434,0.32459658,-8.044663,-6.8038187,-1.8369522,-5.926382,country
0.35734043,1470.1888295787132,1960.158256724041,2967.6767442176624,0.06387005752126837,-171.2913,137.33084,7.9531326,28.537184,2.692384,-0.5005811,-2.9544218,-1.1463479,-6.153607,-2.3999374,-5.8569365,-2.175435,-5.3397613,-2.7778146,-1.5702393,1.2944379,-3.4122314,-0.9035439,2.6211886,-0.096727,country
0.3700266,2068.686361980023,2370.0947773521034,4098.40305974478,0.09558907941802011,-131.12712,102.98963,-11.526986,17.742388,16.95089,4.4434385,1.2984263,3.416007,-1.4998696,1.6113948,-7.9860497,-0.82626176,-8.877859,-3.8419404,-4.492572,-8.936218,-6.3832717,-1.5165172,-5.4032288,-8.0423155,country
0.31565198,1138.713246641952,1462.1855042864477,2117.7230799557715,0.0509447656854215,-256.0876,163.09743,-22.872639,26.922005,15.290812,-3.5047998,4.2334285,-0.7823721,-9.455672,1.7635607,-4.421869,-3.6404755,-4.242846,-8.106043,-2.375699,-5.149119,-11.165236,-2.41587,-0.54752994,-4.7816315,country
0.36529317,2407.1006349713375,2531.19431475759,5210.019282011311,0.08680454853054911,-161.30801,74.79751,22.436956,46.04169,5.290788,25.12513,-0.5774129,10.391387,-6.843632,5.0558195,-0.7791241,1.4077685,-6.018043,-4.001788,-4.7860537,-2.8695495,-5.0034294,-3.6138787,-7.572672,-3.232307,country
0.28920203,1044.0462117419274,1392.7596296581896,1946.4400218423723,0.04564919881090487,-209.34209,167.15727,-20.869276,36.827713,10.269156,4.0104184,-5.6748004,-4.6227574,-6.246322,-4.1730666,-6.682754,-3.2489204,-7.9694085,-4.05849,-4.9880176,-4.4986615,-4.0048866,-6.395037,-5.907524,-8.178586,country
0.32150337,1719.3092365788868,2142.286763087528,3449.4009774688225,0.06805726749806651,-195.0606,114.2572,0.05422726,38.210243,11.287425,-6.04108,1.2271348,0.005355139,-15.414558,-3.571124,-6.1285143,-4.4870224,-0.116793625,-4.394027,-9.427451,-10.716008,-6.543632,-10.044154,-7.2603383,-4.0161796,country
0.3053719,1494.6650899636236,2330.9190470152776,3050.528782536978,0.03546364438321732,-353.21613,110.699394,32.8069,24.212946,18.775948,5.931183,-1.7559549,3.8863947,-2.9759042,-1.8976566,-2.8708017,-0.9694333,-6.4778676,-4.244445,-3.7581456,-6.021997,-7.178222,-2.4869473,-4.0328517,-3.425069,country
0.27035382,1738.8886737837881,1907.2559366994778,3424.8617858178654,0.08241794760247487,-200.04012,109.12827,-5.5353513,48.16481,1.2318221,4.589376,-9.1553335,-1.4718097,-11.66221,-5.2000403,-11.546071,4.9851294,-4.9784355,-6.0519733,-0.6921804,-8.530999,-8.455587,-7.922387,-7.5940356,-0.39080182,country
0.34729415,1564.759947167845,2015.519555922464,3187.3720385912125,0.05727693892594741,-200.63664,119.72109,-3.601503,31.9482,9.981617,15.298751,0.64503944,0.23894064,-4.4767632,-2.3118443,-5.262436,-2.4729142,-6.044599,-0.79139626,-4.6939945,-11.290634,-8.871729,-8.072561,-3.1545575,0.33459273,country
0.3298978,1269.4499677914682,1700.8752383095816,2496.502614740429,0.05480418902262181,-194.29672,151.8817,-3.0466745,29.485134,9.112081,5.9774,3.792093,3.744473,-5.8559484,1.606153,-3.7657828,0.9466197,1.9692526,-2.232083,3.3493176,3.7503595,-1.1367505,2.2248704,3.368442,-4.153503,country
0.39182752,2011.6423244781854,2140.3568104888227,3907.5935664696926,0.09735036615429234,-100.74245,106.98485,-27.161005,29.106438,5.0435114,-5.4201274,3.2466242,-5.181635,-5.126184,-0.82200146,-3.837447,-2.7021472,-6.6408257,-4.663337,-5.697468,-5.994878,-10.224055,-10.54027,-5.7382503,-7.300998,country
0.31822735,1474.196472269433,1885.9949576691743,2925.859363670969,0.05981539721094354,-169.19781,132.78766,-13.480438,31.19362,6.3406363,-3.7561557,-2.056309,-3.6230125,-4.5611486,1.2814326,-6.973179,-7.253199,-1.3991206,-9.514606,-5.4217362,-1.9078306,-7.162923,-1.4237716,0.16201851,-4.106784,country
0.30992863,1214.048919472668,1555.3399379705984,2273.9761954393853,0.054210547781322505,-171.22011,160.50032,-17.812527,30.494562,7.512681,-8.245816,-5.668393,0.13532819,-8.834622,-2.6545768,0.70989364,-3.7793071,-6.5047665,3.783888,-5.433618,-3.0788777,-6.2508907,-1.9351032,-0.84097666,-1.4405432,country
0.22143982,1240.5587507682244,1996.8315147869241,2412.726297400667,0.0428343121616396,-277.0879,128.25774,42.43086,37.696453,12.756253,9.588809,-5.9908314,-7.531862,-8.029546,-4.941132,-6.5360475,-3.627244,-7.230558,-7.4566584,-1.5755216,1.3930435,3.0759046,2.509561,-1.0545341,-2.7496514,country
0.3133992,2053.22908865061,2187.7594116569876,4094.5560605785963,0.09532511298820573,-130.46286,104.11335,-19.281246,34.1444,5.4061375,-2.158238,-0.71590585,-2.896203,-5.449506,4.081886,-4.4693446,3.5258026,2.1470613,0.19136873,2.6791778,-3.092187,-3.1886265,1.6654875,-0.69273126,-4.3753147,country
0.3310411,1823.0687937358653,2205.69158346877,4015.4927335593097,0.06758635742942769,-237.914,97.74066,6.4869933,45.976337,2.1479542,16.22275,8.805923,7.762761,-0.5881208,4.4848733,0.14505734,3.019413,-1.6621151,-5.4087763,-2.8187747,-3.0531898,-0.49563003,-0.099405356,-3.8502257,-2.6645305,country
0.3169028,2456.633122147884,2387.4789254577304,4914.691317883556,0.12363183065061871,-133.23608,78.98071,-5.65156,35.543972,-7.5413985,7.934287,2.7345164,0.40631816,-1.1370356,-1.1069705,-7.843485,-1.1704894,-4.8150735,-3.1364079,-5.03676,-1.0875859,-0.96929425,-2.4573104,1.1620935,-1.8429687,country
0.3590631,2614.438372812534,2655.955820768878,5435.743207112819,0.11928223789153132,-153.84811,83.66103,-8.42343,13.954136,13.529383,3.7710292,3.0097897,6.349928,2.0748546,2.0659385,3.1616242,-0.48812264,-3.020492,-4.5200167,-5.040771,-4.9221473,-6.128784,-1.6768798,0.44515932,-1.5519799,country
0.37587437,2321.8715325246903,2545.325000289773,4580.4187323267115,0.10436530234918794,-120.39206,95.34927,-6.0296073,25.170462,20.964691,-7.1186423,8.5566635,2.4321334,-14.665573,9.278445,-2.363255,-3.1523411,0.61293167,-4.4187636,-7.4533167,-0.4421431,-3.5840003,-5.0183144,-2.5220847,-4.752134,country
0.34472176,1827.5918660270834,2050.071063884919,3647.221668358469,0.08486652890564579,-339.6333,97.73944,-9.760533,50.989826,7.8268137,11.730198,0.66436094,2.4793005,-4.782944,0.20958179,-5.9715014,-2.8880794,-6.1571574,-1.8506196,-5.3562303,-8.312078,-10.716799,-7.7205443,-3.4257994,-6.9536915,country
0.37394622,2068.5882784767914,2437.514585942084,4232.86484012471,0.08496433620939675,-173.42148,105.07219,1.156454,24.121643,22.136526,2.545085,-1.5870073,0.17259836,-5.3256865,3.813948,-4.530173,-4.5846596,-1.5610782,-2.2569227,-3.8489845,-6.4570827,-7.4619436,-5.5304027,-2.194056,-2.4563062,country
0.36740872,2859.9756020658756,2919.6640658552164,6246.1943517981435,0.12114926225348027,-118.04001,74.17074,8.276099,15.462992,6.169437,8.44875,4.1120095,5.7169547,-1.9725003,3.159259,5.055857,-1.1135932,2.4434435,-1.423238,-4.7343016,-6.3731546,-5.7467637,-6.262014,-4.509339,-0.994912,country
0.43765524,3760.290663960851,3052.8406521983516,7441.953272277407,0.21236722375290024,-89.67387,36.28579,11.4683,37.49989,9.179727,3.728246,2.8285382,6.8232613,1.4698521,0.10100143,1.0324216,1.1742167,-3.563747,-2.0879471,1.7138311,-1.3643575,-4.3755617,-2.5962691,-3.530173,-4.2298107,country
0.37347454,2449.9807307937476,2560.5263263039437,5043.390926352233,0.10630558778035576,-102.849236,85.32311,-4.3276362,30.580862,3.013276,-1.9456669,4.448987,3.4286497,-4.250027,-1.7693272,-3.972878,-1.3631004,-3.766651,-5.1736693,-2.886176,-0.26022622,-7.411522,-4.094179,-3.446364,-10.10667,country
0.3978547,2634.080774456828,2898.5415764252157,5807.827964127755,0.09586022090100542,-111.59851,82.244576,13.052558,31.938738,23.697248,-0.52601916,12.032517,3.6558893,-5.7437925,3.3428297,1.4358401,0.7777619,0.55331606,-1.1469747,-1.7494328,0.55881786,-2.3256142,-4.6131115,-0.61872727,-4.9398994,country
0.391628,2387.9167202300932,2716.601240367996,5391.769175518417,0.08704434636020882,-101.26204,84.109505,7.773339,30.37645,13.854876,11.63109,-0.11303378,-4.9334574,-2.364732,-1.9693561,-8.188221,2.8224428,0.5426249,-6.7885838,-4.306473,-4.568963,-9.833883,-5.6823707,-10.407794,-7.5134454,country
0.40308014,2530.388880021283,2491.2397858305826,5070.036808022767,0.13428527407192575,-101.15571,85.4549,-19.700146,20.572496,9.993921,7.5991516,0.101034,3.4056542,0.056405023,1.5781506,-1.4501144,-1.2908273,2.1361675,-4.788546,-0.30970418,-0.43662474,-4.8903584,-2.9841967,1.0916691,-1.4558218,country
0.3601007,1729.6277598310405,2247.42618982567,3358.804979789008,0.06650367966937355,-162.76453,119.90302,-2.9132335,20.49927,27.806385,5.4810367,6.042959,1.2031066,-3.6892397,0.36722064,4.430039,-0.41517448,2.4561377,2.14174,-1.6020831,3.6339302,-3.4672039,-2.5594053,5.6654816,-3.6350424,country
0.34551412,2777.3828548885317,2647.7099685583617,5622.414261890951,0.13297072880413766,-61.216103,71.24165,-17.032084,17.137465,5.0685806,-4.209185,-1.6854192,1.1768574,-0.855876,4.96584,-1.7027194,4.84398,-0.1622416,-2.0772674,-0.2651386,-5.3198214,0.23883413,-0.09225868,-3.942231,-0.92422295,country
0.37423664,2109.2888337081827,1933.7452753669113,3843.818314058875,0.11588466139791183,-126.87773,103.50509,-31.902203,58.728973,-1.9675041,-3.1301227,-2.9404738,0.3603272,-3.0247142,-0.8301779,5.5917907,-10.140564,0.72900903,-1.6272764,-10.056007,-5.2185855,-9.047975,-4.7380137,-1.0362211,-2.8388789,country
0.31035978,1783.961051767401,1839.9189279291804,3555.8512747426043,0.09410006706786543,-165.50192,117.91022,-33.610172,42.596638,-1.3797206,3.833758,7.169088,-7.1723022,-1.6477801,0.8618331,-12.509154,2.886358,-12.361556,-1.3166863,-6.631932,-8.865454,-5.12287,-8.080978,-4.261319,-0.15344852,country
0.3110642,1939.7642418435357,2482.512912543302,4127.871739504785,0.06396371084686775,-148.96547,107.24224,11.193098,26.7033,11.396148,-3.8060021,14.022877,-5.8703732,-11.042552,2.8018754,-8.448975,3.1826928,-0.7675942,-12.400948,-6.2903204,-3.299856,-8.156587,-6.5762744,-3.674379,-2.9683385,country
0.32385382,1599.8152554101518,1826.192506094021,3006.271638449826,0.07579197481631864,-110.01209,134.78108,-24.016031,19.40425,-4.4018173,-4.803923,-7.8073664,-0.40049183,-5.4125686,-2.9547389,0.78491473,-4.762262,-0.17122771,-1.6939747,-2.4118402,-1.9609213,-6.935005,-4.065625,-1.9481063,-5.7790413,country
0.35114378,1780.1519183147395,2036.2865191874607,3874.7025562826275,0.07894522186774942,-143.02405,121.87051,-13.352005,47.760128,-12.661846,23.361862,-11.003621,18.853807,-13.70639,15.944213,-11.353544,10.289694,-6.003702,2.7283385,-9.289652,4.5030684,-8.319476,4.5256352,-6.026118,-2.346111,country
0.2747034,1552.852535410727,1848.580395903006,3167.1211685216067,0.0592791563950116,-204.61702,121.93175,-17.759312,46.34257,-1.8042147,17.024565,-14.703001,14.678401,-19.391205,10.940809,-13.479396,1.1920145,-6.21689,-1.6879517,-8.695733,-2.5034366,-11.337585,0.19048992,-7.291863,-7.499728,country
0.32880688,1115.4542649777077,1662.6182579390002,2347.310657899507,0.03546288911446249,-265.25833,138.8866,6.1218348,47.483467,-2.3936749,21.052336,4.0863285,17.649063,-12.020082,15.487891,-1.1331729,7.8940616,0.5044539,-0.22415574,-3.8642488,4.0546913,-3.1005683,3.0072412,-1.3893822,-1.4928246,country
0.3733612,2271.8075701543466,2297.4173605970605,4957.7743778096,0.10830818288379737,-84.65404,100.96816,-16.018267,51.742966,-17.085175,22.575304,-20.293848,18.912817,-19.483423,15.338747,-17.740656,8.582939,-15.004148,6.435093,-10.280197,3.285063,-9.55098,4.063068,-5.586479,-0.6988044,country
0.31286237,1654.2022722845516,2105.3837070974314,3907.510298089472,0.06018472363205723,-174.97488,115.71714,5.106382,58.169567,-3.3051176,29.656002,-10.029459,19.658976,-16.30906,13.749796,-8.828231,7.2203813,-8.885916,4.748184,-11.487016,0.9176591,-8.158055,1.1894042,-7.9763813,-5.660987,country
0.3570534,1881.299430208877,2116.203664057216,4111.484522277407,0.08111548663476412,-82.915054,122.5237,-16.674044,40.014263,-15.010115,21.673382,-18.248838,18.362103,-17.980947,16.986195,-16.04674,8.529279,-8.704559,10.767619,-4.626231,7.2368355,-7.5984206,5.305046,-5.505486,-0.18345919,country
0.3192199,1468.4190609116015,1960.566964694517,3212.427494199536,0.05492503202339521,-164.75694,123.4317,4.233312,48.796017,-5.1394205,22.838413,-7.804436,19.284979,-11.004726,21.256414,-9.736253,5.152665,-6.146174,5.414348,-9.91747,3.9034808,-7.335221,1.3818475,-8.840928,-3.7276912,country
0.31504115,1741.73950768246,1985.5992156442626,3790.310052929234,0.07544530645784996,-137.82297,121.53432,-13.277685,43.326553,-10.697657,17.857208,-7.9370575,9.101179,-19.78599,9.439495,-19.604364,6.910544,-12.543537,-0.7611493,-9.152027,1.4629011,-8.290868,-3.744371,-6.8703103,-0.47761658,country
0.3481648,1796.7771455357924,2148.866030031758,4165.250915385731,0.07328712599091261,-101.28446,120.42517,-0.37208351,49.020428,-15.882517,19.860466,-13.064459,18.568098,-15.707228,15.235233,-5.9160104,6.63277,-10.354989,7.0789466,-8.2082205,6.2017646,-8.374935,2.9266977,-6.642886,-1.3191915,country
0.2843276,1535.2795344590572,2011.762448109556,3509.912109375,0.0525349840487239,-185.04742,120.51263,29.736223,56.377247,-3.0307777,22.207426,-10.34843,20.054243,-13.682732,9.174517,-6.4234643,3.29469,-8.735303,5.0110435,-9.216526,3.783253,-10.198918,5.9005003,-4.4163814,1.580878,country
0.34207803,1373.672817662343,1930.7665861832722,3070.3882912195477,0.04291625882153906,-178.4442,130.1028,12.084436,47.03776,2.6194358,24.088787,-4.6134562,22.771967,-10.922356,13.527217,-6.7975993,8.72313,-6.0958557,4.0779314,-5.1514826,7.857594,-5.255495,3.960803,-3.1294596,-4.3789434,country
0.31454968,1397.8216063370946,1896.3639504019234,3100.9311330843966,0.04858304028905646,-186.31606,135.88297,5.95344,45.832333,-5.775744,22.7719,-12.997861,17.130808,-13.7694645,9.742056,-8.368246,6.6459646,-9.088502,5.439778,-6.857792,1.5661861,-8.566141,5.4479527,-4.368363,-4.7127333,country
0.39051792,2166.471557095469,2277.3933146476797,4793.6190930430685,0.10233551757057231,-94.1149,109.195175,-11.852444,41.5753,-19.483414,23.837046,-19.92871,20.37619,-17.292416,16.566813,-10.201798,9.390317,-10.049055,7.803445,-15.0849,3.2770295,-10.461437,7.538697,-5.544529,2.2292826,country
0.33389664,1614.7481553933537,2016.9860817670349,3659.845154799884,0.05825803303847641,-185.44035,118.47169,17.843554,48.874622,-2.1539905,21.35263,-8.989936,20.51072,-11.418232,9.269893,-5.4576454,5.765243,-2.9797595,3.4419565,-6.0728264,1.2545652,-5.9479256,7.0765324,-2.1658769,4.892678,country
0.26339746,1511.6510939715392,1865.5626032561206,3236.808475928074,0.06007520966260634,-217.84367,128.38083,-7.4894376,39.25255,-2.512134,18.151796,-15.130852,16.750952,-15.251423,4.8778095,-6.4936028,2.895458,-11.497562,-0.11655251,-10.62292,2.2522273,-9.16048,6.86123,6.230408,3.3783953,country
0.28283173,894.1632061211136,1195.5041325262177,1638.8799326602377,0.0386682497099768,-250.86925,163.11736,-3.8817348,30.154419,5.6010766,7.49288,4.0314164,-2.128132,-5.473496,-1.06587,-9.986025,1.8251432,-8.749192,-7.052516,-4.2202644,-8.836386,-7.407489,-3.2970226,-5.1391687,-9.968661,country
0.3206412,1701.9190723489537,1709.5303144773395,3244.6273768307715,0.09890433161736273,-102.455505,135.69048,-46.890495,32.750587,-11.162725,23.480873,-9.780843,16.90674,-11.689441,13.220639,-7.1827054,4.750383,-8.194963,2.5939307,-2.9964993,6.796112,-2.0668578,3.2852066,0.2758622,-4.2172027,country
0.32116997,857.638582297339,1238.0297358512892,1443.7654641277552,0.035363948907579275,-328.82053,167.05556,13.084193,28.80775,11.268695,14.433701,11.710446,7.7783318,-11.7186775,2.376457,-8.347568,-3.8414903,-6.715939,-5.7677026,-8.2460375,-4.5398088,-1.0496143,-4.5956554,-2.8671298,-2.2309654,country
0.34934035,1130.954293248005,1458.5167548822453,2216.8374329321346,0.050235945959010056,-229.47057,157.29836,-16.75773,31.890934,-0.10336948,16.663404,1.3644867,12.216906,-3.8698242,6.831712,-4.2741084,1.3335259,-5.90188,-4.0145373,-5.2538457,-4.551151,-6.8019238,-4.402167,-4.172032,-6.338169,country
0.35225,1327.6835009450767,1632.8132879465795,2755.7670433947214,0.06107367495649652,-217.09566,136.18626,-10.36036,51.37657,2.6014087,15.120926,-0.66713077,12.283902,-6.2308383,7.7983317,-5.416998,3.6144855,-2.7972293,-0.33839667,-0.5509604,0.36735618,-2.2407916,-2.4923828,4.185312,0.336304,country
0.36532846,1934.7465391174637,1970.1453736582375,4048.3754169083527,0.09472278615622583,-99.30023,117.56453,-29.862644,40.84935,-15.244988,27.983278,-11.957685,13.330234,-11.372654,10.531586,-8.741359,8.41597,-6.837773,0.43761748,-5.30795,1.6482564,-7.353809,0.5184756,-1.4576789,-5.9158125,country
0.2926157,1261.4725706259774,1396.4742546064242,2422.2188927457946,0.0605177971529389,-185.83063,155.27849,-25.014673,20.561605,-3.8407311,-0.5806228,-4.5706744,-5.903666,-16.528866,-0.4431445,-16.29576,-4.208365,-16.804604,-4.5429826,-8.35938,-9.976461,-7.7606554,-8.344744,-6.843709,-10.19351,country
0.3449937,1711.2823134696307,1873.5451268687577,3556.4341534041473,0.08226991492652745,-96.21306,131.9257,-26.34215,35.975605,-22.810299,14.49671,-11.8467455,11.812926,-21.224047,11.553473,-12.924739,7.191204,-13.943577,2.9514246,-5.0255914,1.5374326,-4.3905463,2.5504074,-5.3632927,-5.9747763,country
0.37487903,1549.0049755952064,1823.8118443639548,3289.6505900159514,0.06973622994006187,-166.9795,132.4592,-17.290655,46.91947,-3.6244433,20.921944,-8.819718,8.521291,-15.130767,8.098218,-16.942902,6.6550097,-10.937328,1.091862,-6.2893305,-3.6328301,-7.3762116,-2.1715147,-3.837422,-9.666064,country
0.35502496,1534.0256765890642,1697.0711819286034,3117.751345888921,0.07112819025522042,-207.21536,130.93448,-18.500742,33.30663,-3.925002,15.375707,-6.399255,2.936305,-16.783955,7.0897455,-8.578888,4.8140683,-12.240508,-1.0123887,-4.5459814,-6.07023,-5.531946,-2.3655062,-6.537549,-5.90151,country
0.37186286,2187.086711351461,2242.0767272311095,4840.857245142111,0.11371855060904873,-60.884136,105.47566,-16.891281,40.70619,-15.026492,36.024708,-12.803594,17.482777,-16.734509,11.757274,-10.129631,13.192775,-12.202502,2.3455744,-12.190842,6.4322743,-1.7839459,6.333855,-1.327097,-2.8020139,country
0.29725873,1321.163087522188,1409.3117995329899,2589.16366824971,0.06649877042246713,-184.02577,159.84648,-23.118706,43.006313,-9.449421,8.794507,-1.6215798,4.3255105,-13.346609,0.8088532,-13.964398,1.4381047,-7.371566,0.60263044,-3.3798723,-3.591863,-9.066288,-3.168437,-4.0628905,-7.051203,country
0.33736125,1512.9985603792006,1558.113962391193,2922.345438025667,0.08782189554331013,-118.187065,152.96683,-46.51027,31.115103,-17.286692,6.2655683,-3.6716983,13.043842,-13.127054,15.689168,-13.074953,5.703222,-10.688224,1.0149348,-6.7004304,2.5928032,-9.804579,0.15296198,-3.4551744,-7.4180427,country
0.37636063,1144.7179186044245,1443.9700378494604,2223.115868800754,0.049895697384957464,-302.39554,150.12311,-3.701435,26.948479,-0.25399527,13.509346,7.237615,4.229459,1.7686701,6.568506,-0.49920774,7.897372,1.3242468,0.47663483,0.09428964,-3.2007334,-1.8254657,0.8787169,0.58615136,-3.1594546,country
0.31033093,963.4905601645286,1235.4158567095835,1754.4231370540892,0.045760600952242846,-229.03807,180.35634,4.526343,24.16138,1.0975039,4.0044537,-5.998278,1.8956491,-13.127577,0.01936981,-13.498176,1.5882686,-13.411388,-5.6952996,-7.594437,-9.80387,-3.776454,-4.801566,-4.711809,-2.9500494,country
0.3876135,2049.045781101912,2187.8226690897964,4434.182802983613,0.08936113326566125,-100.99431,111.63336,-13.153435,44.621357,-5.9508095,29.347822,-7.951811,19.593695,-22.441685,17.26646,-17.82022,11.411718,-12.460062,1.6453503,-8.522619,2.7252834,-7.2915797,4.8808866,-1.2040287,-1.3010005,country
0.37844098,2102.3281888392166,2152.7652938002825,4418.120332439095,0.10104778434358082,-74.12643,107.600105,-21.179626,47.214424,-5.97745,17.78768,-20.407307,14.968517,-15.963007,15.740866,-14.652679,10.677684,-10.131951,4.446373,-7.645865,6.9328957,-9.009787,4.172193,-3.7496397,-3.590504,country
0.38603014,2253.3521825328467,2261.535684129343,4799.4228991444315,0.10606314651005413,-68.546936,101.35421,-16.902634,51.516373,-10.247857,20.066511,-21.791742,15.527233,-18.79273,16.348837,-17.898853,12.1166525,-13.198233,3.8880503,-8.877085,5.02782,-9.822133,6.537107,-4.507073,-1.806975,country
0.3185363,1436.0750491855931,1729.6708462141694,2924.277264446781,0.059544633362335654,-148.5025,141.27963,-15.892202,44.664406,0.99908525,13.659057,-13.239485,12.647837,-11.701894,12.156608,-10.480563,9.912003,-5.0664206,1.3474506,-0.5580983,2.8626792,-8.0917425,2.1117847,-2.4860358,-4.4346166,country
0.31983674,1964.8428801488071,2036.3820984889107,4059.1420184708527,0.0929928430732792,-80.20112,108.2086,-23.832516,52.631996,-6.4114456,15.065775,-17.652094,9.721559,-16.17636,8.915454,-15.952365,8.011225,-10.704575,4.5668592,-4.96431,3.9891233,-9.808157,2.6829665,-8.187677,-5.2357497,country
0.3378934,1596.3075160275193,1853.31621095918,3291.4408601906903,0.06926758567768755,-145.99527,124.62667,-17.918322,49.24788,-0.15566136,22.77977,-7.1806135,16.739628,-9.713184,15.430893,-7.6280904,10.920394,-3.4498408,5.424254,-4.9346137,5.1143184,-8.047359,2.6453922,-1.8521844,-3.4174137,country
